,Company name,"Street, no., building etc, line 1",City,Country,"NACE Rev. 2
Core code (4 digits)","Operating
revenue
(Turnover)
m EUR
2017","Operating
revenue
(Turnover)
m EUR
2016","Operating
revenue
(Turnover)
m EUR
2015","Operating
revenue
(Turnover)
m EUR
2014","Operating
revenue
(Turnover)
m EUR
2013","Operating
revenue
(Turnover)
m EUR
2012","Operating
revenue
(Turnover)
m EUR
2011","Operating
revenue
(Turnover)
m EUR
2010","Operating
revenue
(Turnover)
m EUR
2009","Operating
revenue
(Turnover)
m EUR
2008","Number of employees
2017","Number of employees
2016","Number of employees
2015","Number of employees
2014","Number of employees
2013","Number of employees
2012","Number of employees
2011","Number of employees
2010","Number of employees
2009","Number of employees
2008"
,MAUBEUGE CONSTRUCTION AUTOMOBILE,AVENUE ANDRE CHAUSSON,MAUBEUGE,France,2910,n.a.,205,n.a.,195,228,254,248,302,280,394,n.a.,"1,678",n.a.,n.a.,n.a.,n.a.,"2,667",n.a.,n.a.,n.a.
,MAXAM TAN SAS,CHEMIN DES SOLDATS,MAZINGARBE,France,2015,n.a.,66,56,45,44,44,55,10,n.a.,n.a.,n.a.,86,85,82,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MAYES JOHN,2787 LARK RD,ABILENE,United States of America,111,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MB AVIATION LLC,541 10TH ST NW,ATLANTA,United States of America,3030,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
141,MC CAIN ALIMENTAIRE,PARCD ENTREPRISES MOTTE BOIS,HARNES,France,1031,n.a.,230,223,305,433,375,324,308,n.a.,n.a.,n.a.,"1,065","1,068","1,105","1,120",779,770,n.a.,n.a.,n.a.
,MELVIN SIMON & ASSOCIATES INC,8765 PINE RIDGE DR,INDIANAPOLIS,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MENDOTA AIRCRAFT MANGEMENT,1601 HIGHWAY 13 E,BURNSVILLE,United States of America,2651,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,35,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MENU' - SOCIETA' A RESPONSABILITA' LIMITATA ABBREVIABILE IN: MENU' - S.R.L.,STS 12 102,MEDOLLA,Italy,1089,n.a.,85,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,259,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,"MERLE CO., LTD.",4,"SONGSHAN DIST., TAIPEI CITY",Taiwan,6619,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
217,MERYL FIBER,AVENUE DE L HERMITAGE,ST LAURENT BLANGY,France,2060,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,69,75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,347,344
369,METZGER GMBH + CO. KG,BERLINER STR. 29,ESSLINGEN,Germany,4110,n.a.,n.a.,14,12,16,15,15,n.a.,n.a.,n.a.,n.a.,n.a.,30,30,30,30,n.a.,n.a.,n.a.,n.a.
347,MEYLAN 60,27 AVENUE DU GRANIER,MEYLAN,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MINISTERE DE LA DEFENSE,GOVERNMENT BUILDING,ABIDJAN,Côte d'Ivoire,8422,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"1,000",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
562,MON FLER,D.29,P. VNIISSOK,Russian Federation,4778,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
421,MONCIA,6 RUE DE ROANNE,MONTCEAU LES MINES,France,3530,6,17,9,4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MONDELANGE INDUSTRIES,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
407,MONS ENERGIE,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3530,n.a.,7,10,11,8,8,7,7,7,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,MONT BLANC AVIATION LTD.,"CONYERS, DILL & PEARMAN",HAMILTON,Bermuda,6420,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
486,MOUCHOT,25 RUE MARCEL MAILLARD,ANTONY,France,4334,n.a.,n.a.,n.a.,n.a.,n.a.,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3,3,4
305,MOULIN VIEUX,503 AV DU DAUPHINE,PONTCHARRA,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
538,MULHOUSE ALSACE AGGLOMERATION,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,NANCY ENROBES,ZONE INDUSTRIELLE FLEVILLE SUD,FLEVILLE DEVANT NANCY,France,2399,n.a.,2,3,4,6,5,7,6,n.a.,5,n.a.,1,2,2,n.a.,n.a.,3,3,n.a.,3
143,NAPHTACHIMIE,LAVERA,MARTIGUES,France,2014,n.a.,231,233,210,229,220,187,166,169,163,n.a.,485,478,474,488,n.a.,485,528,539,n.a.
,NATIXIS SA,30 AVENUE PIERRE MENDES FRANCE,PARIS,France,6419,n.a.,"8,811","8,799","7,591","6,870","6,934","7,747",n.a.,n.a.,n.a.,n.a.,"20,759","20,617","20,287","19,632","20,198","20,451",n.a.,n.a.,n.a.
35,NESTLE FRANCE,7 BOULEVARD PIERRE CARLE,NOISIEL,France,1083,n.a.,"1,981","2,017","1,992","2,012","2,016","2,047","1,853","1,787","2,004",n.a.,"3,049","3,072","3,080","3,097",n.a.,n.a.,n.a.,n.a.,"3,022"
137,NESTLE GRAND FROID,7 BOULEVARD PIERRE CARLE,NOISIEL,France,1052,n.a.,260,285,296,303,317,330,327,321,446,n.a.,576,624,641,n.a.,n.a.,n.a.,826,854,931
53,NESTLE PURINA PETCARE FRANCE,7 BOULEVARD PIERRE CARLE,NOISIEL,France,1092,n.a.,"1,043","1,094","1,045","1,011",964,907,869,826,894,n.a.,"1,851",n.a.,"1,864","1,834","1,791","1,721","1,698","1,639","1,564"
357,NESTOR INC,1080 MAIN ST,PAWTUCKET,United States of America,6203,n.a.,n.a.,16,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,75,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,NEXT GENERATION ENTERPRISES,190 OBERLIN AVE N,LAKEWOOD,United States of America,4690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1
402,NIMERGIE,150 AVENUE AMEDEE BOLLE,NIMES,France,3530,n.a.,8,5,14,4,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
276,NIPRO PHARMAPACKAGING FRANCE,4 RUE DE LA VERRERIE,AUMALE,France,2319,n.a.,49,n.a.,45,n.a.,n.a.,41,21,38,37,n.a.,326,n.a.,310,n.a.,n.a.,234,267,269,276
513,"NISSAN NORTH AMERICA, INC",,,Brazil,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,NLMK STRASBOURG,1 RUE DU BASSIN DE L INDUSTRIE,STRASBOURG,France,2561,n.a.,n.a.,29,31,30,30,n.a.,31,26,45,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,NOMAD AVIATION AG,LINDENSTRASSE 23,KLOTEN,Switzerland,5110,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,1,n.a.,n.a.,4,4,4,4,4,50,5,5,n.a.,n.a.
207,NORD ESTER,RUE G VANCAUWENBERGUE,DUNKERQUE,France,7219,n.a.,104,81,90,92,n.a.,108,76,78,98,n.a.,17,15,16,n.a.,n.a.,16,16,n.a.,n.a.
235,NORPAPER AVOT-VALLEE,71 RUE JEAN JAURES,BLENDECQUES,France,1712,n.a.,n.a.,76,68,67,69,78,66,49,60,n.a.,n.a.,171,n.a.,171,n.a.,165,n.a.,n.a.,165
306,NORPAPER NANTES,BOULEVARD BENONI GOULIN,NANTES,France,1712,n.a.,n.a.,n.a.,23,24,26,8,22,20,0,n.a.,n.a.,n.a.,n.a.,n.a.,77,74,75,n.a.,n.a.
138,NORSKE SKOG GOLBEY,ZONE INDUSTRIELLE III,GOLBEY,France,1712,n.a.,257,230,266,283,283,298,260,262,310,n.a.,374,n.a.,410,413,416,423,437,452,458
,NOUVELAIR TUNISIE. SA,,,Tunisia,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
185,NOVACARB,34 RUE GILBERT BIZE,LANEUVEVILLE DEVANT NANCY,France,2013,n.a.,137,138,135,131,131,85,111,119,145,n.a.,304,304,308,n.a.,n.a.,n.a.,305,309,314
,NOVAPEX,21 ECULLY PARC,ECULLY,France,2014,n.a.,274,278,387,403,466,287,390,n.a.,n.a.,n.a.,194,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
422,NOVASERRE SA,1 RUE FERME DE MILLY,FOISSY SUR VANNE,France,113,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,NOVOCERAM PRODUITS CERAMIQUES,ZONE INDUSTRIELLE ORTI,LAVEYRON,France,2331,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
379,NP ROLPIN,1964 RUE GRANDE LANDE,LABOUHEYRE,France,1621,n.a.,12,13,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,118,119,114,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
428,NSO ENERGIE,37 AVENUE DE LATTRE DE TASSIGNY,ST ANDRE LEZ LILLE,France,3530,n.a.,5,6,8,13,4,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
178,NUFARM,28 BOULEVARD CAMELINAT,GENNEVILLIERS,France,2020,n.a.,141,133,121,123,124,116,122,127,123,n.a.,154,156,158,n.a.,186,n.a.,233,285,n.a.
177,NUTRIBIO,ZONE INDUSTRIELLE DE ROUVAL,DOULLENS,France,1086,n.a.,149,n.a.,143,179,176,182,115,118,107,n.a.,343,n.a.,390,451,403,n.a.,n.a.,n.a.,273
212,NYRSTAR FRANCE,RUE JEAN JACQUES ROUSSEAU,AUBY,France,2443,n.a.,99,121,119,122,121,120,116,231,233,n.a.,289,294,n.a.,n.a.,284,291,299,308,306
108,O-I MANUFACTURING FRANCE,64 BOULEVARD DU 11 NOVEMBRE 1918,VILLEURBANNE,France,2313,n.a.,396,404,402,413,410,397,388,401,454,n.a.,"1,903","1,900","1,976","1,988","2,006",n.a.,n.a.,"1,957","2,099"
,OAKMONT HOLDINGS LP,658 N HEILBRON DR,MEDIA,United States of America,6420,n.a.,n.a.,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.
227,OCV CHAMBERY FRANCE,130 AVENUE DES FOLLAZ,CHAMBERY,France,2314,n.a.,86,82,75,67,55,66,65,58,96,n.a.,233,232,215,n.a.,n.a.,n.a.,279,n.a.,358
,OFTC INC,20 CURRIE ST,CHATHAM,Canada,7211,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
174,OMNOVA SOLUTIONS,ZONE INDUSTRIELLE DE COURTABOEUF II,LES ULIS,France,2017,n.a.,150,151,160,147,150,153,151,113,139,n.a.,263,272,277,264,266,279,279,300,320
,OMYA INTERNATIONAL AG,BASLERSTRASSE 42,OFTRINGEN,Switzerland,4675,n.a.,n.a.,n.a.,n.a.,12,12,2,2,59,n.a.,75,75,75,75,250,75,100,100,100,n.a.
,OMYA SAS,6 RUE PIERRE SEMARD,OMEY,France,811,n.a.,234,215,214,202,210,213,201,194,240,n.a.,n.a.,299,300,n.a.,268,286,291,326,n.a.
294,ONDULINE FRANCE,ZONE INDUSTRIELLE,YAINVILLE,France,2399,n.a.,37,36,43,46,46,50,47,42,43,n.a.,80,90,94,102,104,103,107,105,113
238,OPENSKIES,SILIC CASE POSTALE 40228,RUNGIS,France,5110,n.a.,n.a.,75,78,77,68,74,62,62,55,n.a.,n.a.,140,139,n.a.,n.a.,114,n.a.,n.a.,n.a.
,ORANGE,"78, RUE OLIVIER DE SERRES",PARIS,France,6190,n.a.,"41,701","40,827","40,119","41,668","44,415","46,577","47,358","45,413","48,303",n.a.,"155,202","156,191","156,233","165,488","170,596","171,949","168,694","164,651","186,275"
,ORIENT GLOBAL AVIATION PTE. LIMITED,MARKET STREET 63 #09-01,SINGAPORE,Singapore,7810,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
490,ORILLARD,53 CHEMIN DE PATOCHE,ST ANDRE DE CUBZAC,France,4321,n.a.,n.a.,n.a.,0,0,0,0,0,0,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
54,ORION ENGINEERED CARBONS S.A.,ROUTE DE TREVES 6,SENNINGERBERG,Luxembourg,2059,n.a.,"1,036","1,117","1,323","1,346","1,409",n.a.,n.a.,n.a.,n.a.,n.a.,"1,460","1,527","1,342",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
457,OUEST OM ENERGIE,2 RUE DE L UNION,CARRIERES SUR SEINE,France,3530,n.a.,2,3,3,4,3,2,3,7,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
224,OWENS CORNING FIBERGLAS FRANCE,,LAUDUN-L'ARDOISE,France,2314,n.a.,87,80,65,70,79,83,73,52,80,n.a.,285,270,260,261,281,n.a.,n.a.,n.a.,304
,OXOCHIMIE,LAVERA,MARTIGUES,France,2014,n.a.,39,25,24,24,32,24,53,47,57,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
263,PANNEAUX DE CORREZE,6 IMPASSE,USSEL,France,1621,n.a.,59,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,89,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
288,PAPETERIE DE MANDEURE,14 RUE DE LA PAPETERIE,MANDEURE,France,1712,n.a.,41,40,39,38,36,39,40,37,37,n.a.,127,123,125,n.a.,130,127,128,132,128
211,PAPETERIE DE VOIRON ET DE LANCEY,27 AVENUE DU GRANIER,MEYLAN,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
282,PAPETERIE DES CHATELLES,LES CHATELLES,RAON L ETAPE,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
334,PAPETERIE DES DEUX GUIERS,RUE DE VERDUN,ENTRE DEUX GUIERS,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
501,PAPETERIE DES GAVES,15 AVENUE LEONARD DE VINCI,PESSAC,France,1712,n.a.,0,0,0,0,0,0,0,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
350,PAPETERIE RAON,RUE EMILE ZOLA,RAON-L'ETAPE,France,1712,n.a.,17,23,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,72,72,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,PAPETERIE SAINT MICHEL - GROUPE THIOLLET,AVENUE DE L INDUSTRIE,ST MICHEL,France,1712,n.a.,29,31,30,29,n.a.,22,n.a.,n.a.,n.a.,n.a.,65,65,64,63,n.a.,65,n.a.,n.a.,n.a.
325,PAPETERIE ZUBER RIEDER,RUE ERNEST ZUBER,BOUSSIERES,France,1712,n.a.,n.a.,n.a.,21,20,17,17,15,13,12,n.a.,n.a.,n.a.,91,n.a.,84,86,89,n.a.,n.a.
316,PAPETERIES CANSON,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed
283,PAPETERIES DE CRAN SA,25 AVENUE DE LA REPUBLIQUE,CRAN GEVRIER,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,PAPETERIES DE GIROUX,LIEU DIT GIROUX GARE,OLLIERGUES,France,1712,n.a.,11,11,11,10,10,11,10,6,9,n.a.,42,49,44,43,43,44,44,45,n.a.
417,PAPETERIES DE GROMELLE,ALLEE DE GROMELLE,ST SATURNIN LES AVIGNON,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,5,8,6,6,8,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,31,31,n.a.,n.a.
348,PAPETERIES DE LA GORGE,RUE DES PAPETERIES,DOMENE,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
504,PAPETERIES DE MARESQUEL,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed
253,PAPETERIES DE SAINT GIRONS,LIEU DIT KERISOLE,QUIMPERLE,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,53,50,40,38,43,n.a.,n.a.,n.a.,n.a.,n.a.,304,297,n.a.,n.a.,n.a.
289,PAPETERIES DE TURCKHEIM,1 RUE DE LA PAPETERIE,TURCKHEIM,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,28,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,PAPETERIES DE VEUZE,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,PAPETERIES DES VOSGES,34 RUE MAURICE MOUGEOT,LAVAL SUR VOLOGNE,France,1712,n.a.,42,45,44,45,52,50,44,37,39,n.a.,119,129,135,134,n.a.,124,119,113,103
296,PAPETERIES DU RHIN,ILE NAPOLEON,ILLZACH,France,1712,n.a.,36,36,36,34,35,35,27,21,25,n.a.,n.a.,n.a.,n.a.,n.a.,71,n.a.,n.a.,70,71
293,PAPETERIES ET CARTONNERIES LACAUX FRERES S.A,1 AVENUE DE LA VIENNE,BOSMIE-L'AIGUILLE,France,1721,n.a.,37,35,34,33,33,35,32,25,33,n.a.,156,156,153,153,n.a.,160,167,n.a.,178
131,PAPETERIES MATUSSIERE ET FOREST,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
239,PAPETERIES PALM SAS,AVENUE MONSEIGNEUR ROMERO,DESCARTES,France,1712,n.a.,76,80,78,74,62,76,63,n.a.,61,n.a.,121,119,122,126,125,125,124,120,117
483,PARDIES ENERGY,Credit needed,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,Credit needed,Credit needed,Credit needed,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
,PAREFEUILLE PROVENCE,,FOURNES,France,2331,n.a.,29,27,n.a.,n.a.,n.a.,n.a.,n.a.,22,24,n.a.,137,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,115
186,PARISOT,15 AVENUE JACQUES PARISOT,ST LOUP SUR SEMOUSE,France,3109,131,138,136,53,157,139,129,137,116,125,n.a.,562,584,651,618,709,645,632,644,726
536,PDL - PAPETERIES DU LEMAN,2301 RAVINE WAY,GLENVIEW,United States of America,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
158,PDM INDUSTRIES,LIEU DIT KERISOLE,QUIMPERLE,France,1712,n.a.,n.a.,n.a.,n.a.,n.a.,152,134,119,107,123,n.a.,n.a.,n.a.,n.a.,n.a.,542,529,570,595,646
311,PERIGORD ENERGIE,RUE THOMAS EDISON,CANEJAN,France,3530,n.a.,30,33,34,55,66,58,57,55,68,n.a.,13,13,14,18,n.a.,17,19,21,n.a.
87,PETROINEOS MANUFACTURING FRANCE SAS,RUE DE LA BIENFAISANCE,MARTIGUES,France,1920,n.a.,567,567,488,501,545,452,683,546,707,n.a.,690,669,649,640,636,629,"1,197","1,216","1,269"
159,PETROPLUS RAFFINAGE PETIT COURONNE SAS,72 RUE ARISTIDE BRIAND,PETIT COURONNE,France,1920,n.a.,n.a.,n.a.,n.a.,n.a.,148,248,217,209,193,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,542,549,558,538
,PEUGEOT CITROEN AULNAY SNC,BOULEVARD ANDRE CITROEN,AULNAY SOUS BOIS,France,2910,n.a.,4,86,93,"1,478","1,151","1,326","1,794","1,745","1,959",n.a.,n.a.,611,n.a.,"3,507",n.a.,"4,100",n.a.,"4,715",n.a.
,PEUGEOT CITROEN MECANIQUE DE L'EST,ROUTE DES AYVELLES,VILLERS SEMEUSE,France,2932,n.a.,788,848,833,899,995,"1,094","1,076",957,"1,151",n.a.,"4,272","4,349","4,748","5,080",n.a.,n.a.,"6,392","6,397",n.a.
21,PEUGEOT CITROEN MULHOUSE SNC,ROUTE DE CHALAMPE,SAUSHEIM,France,2910,n.a.,n.a.,"2,806","2,732","2,700","2,809","4,126","3,510","3,132","3,433",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"8,015",n.a.,n.a.,"7,679"
31,PEUGEOT CITROEN POISSY SNC,45 RUE JEAN PIERRE TIMBAUD,POISSY,France,2910,n.a.,"2,114","1,976","2,300",224,"2,607","2,426","2,379","1,748","2,035",n.a.,"5,638","5,209","5,726",n.a.,n.a.,n.a.,"5,800",n.a.,n.a.
52,PEUGEOT CITROEN RENNES SNC,USINE LA JANAIS ROUTE DE NANTES,CHARTRES DE BRETAGNE,France,2910,n.a.,"1,043","1,178","1,189","1,483","2,270","2,956","1,971",n.a.,"3,344",n.a.,"3,544","3,719",n.a.,n.a.,n.a.,n.a.,"5,533",n.a.,n.a.
14,PEUGEOT CITROEN SOCHAUX SNC,57 AVENUE DU GENERAL LECLERC,SOCHAUX,France,2910,n.a.,"4,480","4,683","4,096","3,814","4,408","5,010","4,736","3,488","3,533",n.a.,"7,347","7,274","7,309","8,030","8,830",n.a.,n.a.,n.a.,"8,495"
67,PHILIPS FRANCE,33 RUE DE VERDUN,SURESNES,France,2740,n.a.,752,"1,371","1,404","1,507","1,692","2,102","2,213","2,282","2,662",n.a.,909,"2,017",n.a.,n.a.,"2,656","3,122","3,434","3,796","4,103"
559,PIERROT SAS DI BALSAMO GIUSEPPE & C.,VIA MOLINO 3/5,CARDITO,Italy,4640,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
395,PIGEON CHAUX,LIEU DIT LA GUERINIERE,ARGENTRE DU PLESSIS,France,2352,n.a.,n.a.,n.a.,n.a.,n.a.,7,8,7,8,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,22,21,23,23
,PLACOPLATRE S.A.,"34, AVENUE FRANKLIN-ROOSEVELT",SURESNES,France,2892,n.a.,"1,036",517,"1,123","1,156",610,634,577,603,707,n.a.,n.a.,"1,691","1,598","1,619","1,999","1,685","1,831",n.a.,n.a.
274,PLAINE COMMUNE ENERGIE,84 RUE CHARLES MICHELS,ST DENIS,France,3530,n.a.,50,32,16,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
155,POCHET DU COURVAL,44 ALLEES LEON GAMBETTA,CLICHY,France,2313,n.a.,198,203,203,194,205,224,179,128,174,n.a.,"1,738","1,738","1,834","1,893",n.a.,n.a.,n.a.,"1,628","1,759"
